-20.5717042440109,-62.0099038492666,-41702.553328721
-25.8468783259445,-39.664018194303,-42927.3093280233
-27.0008643103641,16.022452403306,-43387.0187850432
-25.0278112944225,-11.8263147734574,-43847.2382829023
-23.6983839912955,-62.5868986932625,-44271.2290827051
-30.4827308719631,-8.06940251042633,-44502.4930715673
-33.4132341146002,-39.3525209032838,-44575.612670127
-28.5604716114641,-45.7731468090633,-44560.8059624238
-33.5391383537827,-31.9138548461039,-44380.3901352029
-31.647615080727,-15.3009086889038,-43971.8109989574
-28.3631235446292,-67.1852723517764,-43379.0392818528
-29.8405630195816,-126.28819041329,-42498.9630049541
-25.1981760432174,-145.776742592761,-41463.5298684757
-22.5241826515563,-126.654929238589,-40272.0465617383
-16.9734908102407,-78.8049875512605,-39030.1700664041
-27.0009434996247,-28.1843878103262,-37565.4765383108
-22.7067801358432,-22.3389011807999,-35882.784517029
-19.7121506302895,20.1749302655874,-34050.1648444361
-31.8437061013265,24.0391882465458,-32172.483695585
-29.6081614072537,14.4027713969736,-30091.7145039094
-19.417961751352,-6.60285864584228,-27858.9386352249
-18.3978643594348,1.40694584888913,-25470.0724714672
-19.7271967389612,-28.9885045758568,-22942.9355280835
-20.0880856408293,7.14093693581511,-20311.7896265637
-20.1019601369067,35.0894596851753,-17549.1028831362
-15.5113564858066,-20.9865259053084,-14759.6986110795
-11.6572079545062,-11.2751538068138,-11775.9201053053
-17.223547288822,-8.34818590581938,-8716.25604180776
-8.25406571560709,-37.4834543231024,-5596.53687980615
-1.35865368541502,-38.2777878658376,-2497.62457221654
-2.99113837506286,-40.39583329425,681.554807924532
-1.58310158252685,-22.1960969604209,3686.3525619576
-1.84219399148431,-1.6500480036848,6803.13210519629
-3.10236957041212,-4.40344219503987,9878.0790775372
-1.01724628534165,-46.4440393988474,12805.4071110742
5.71147640557764,-135.003741414956,15633.9647516535
6.22168642476573,-131.469204570812,18432.7554840556
5.6668723505313,-131.581193393819,21276.6812668049
8.2556619829939,-157.382618755887,24198.0428763248
9.02790216949245,-180.025320001987,27128.0845364242
7.85239802325893,-168.458118958096,29985.4283607728
11.6442627466204,-186.72056121025,32831.261897508
14.8328014351674,-205.193578839415,35647.3595133585
14.4470264289822,-202.859775958657,38446.573918372
13.9069705385778,-199.008481212945,41122.5206975847
15.1062444928795,-195.444520853362,43854.5821041389
