Time,X,Y,Z
1.8069847,0.039019433,-0.015375193,0.554396179
1.8135162,0.017138092,-0.001973969,0.489786298
1.8228957,0.012043542,0.009193404,0.462379992
1.8324257,0.0422015,0.032127751,0.455543886
1.8389247,0.01634775,-0.029702034,0.447007737
1.8454157,0.020861122,-0.01419274,0.402511656
1.8522312,0.010782827,-0.013336435,0.415726153
1.8625202,-0.004533473,0.002300147,0.421749044
1.8729747,0.000171065,-0.006922645,0.405538083
1.8801042,0.005295897,0.007485186,0.400115174
1.8868772,0.005890136,0.009279959,0.358151515
1.8933117,0.006103461,-0.012755117,0.357505184
1.9031937,0.00131588,-0.028163616,0.352278622
1.9135702,0.016119441,0.005465156,0.362841003
1.9210092,-0.00163622,-0.016032927,0.337677165
1.9288202,-0.00655986,-0.012514071,0.310622344
1.9366222,-0.006005775,-0.018060839,0.25905025
1.9444137,0.025307342,-0.00917355,0.222152612
1.9525942,0.0405179,0.00538185,0.156539379
1.9611842,0.025776932,0.024433648,0.146670455
1.9697642,-0.006980383,0.030397727,0.164533493
1.9779152,0.011563712,-0.005414921,0.12563586
1.9860552,0.014709163,0.024699196,0.128556009
1.9941852,0.024399142,-0.007419919,0.116851805
2.0019092,-0.003201435,-0.005058637,0.089675791
2.0092467,-0.035580361,0.022333683,0.068834802
2.0165747,0.009393899,0.037276862,0.045144532
2.0238942,0.004298514,0.0194371,-0.011118901
2.0312042,0.018107772,0.000233253,0.034695513
2.0388797,-0.004456569,-0.026403062,-0.066463182
2.0465457,-0.011641317,0.023762522,-0.058588834
2.0542017,-0.003197628,-0.006867984,-0.020782864
2.0622407,0.015601093,-0.001059065,-0.069823922
2.0706817,0.024350757,-0.025067427,-0.123962068
2.0792622,0.012736904,0.011470836,-0.130256049
2.0875637,0.000833848,0.03068653,-0.135554457
2.0958547,0.006347463,0.03035388,-0.200341458
2.1045597,0.030087025,0.004912011,-0.175507458
2.1132542,0.019739023,0.017054981,-0.209761568
2.1215142,0.01087997,0.012379138,-0.230591451
2.1293612,-0.003138111,-0.016378577,-0.215066702
2.1371982,-0.002648107,-0.03203996,-0.266978077
2.1454267,0.006855855,0.005377044,-0.301886345
2.1536452,0.011938187,0.011697165,-0.278221778
2.1614532,0.006746057,0.001980192,-0.308911672
2.1692512,0.003412369,0.01963842,-0.362931898
2.1774387,0.000874568,-0.003255181,-0.34310242
2.1860357,0.004944249,-0.003961951,-0.382718292
2.1950627,-0.00217065,-0.016123856,-0.457661944
2.2045407,0.01000721,-0.03325808,-0.402039345
2.2144927,-0.007770378,0.004693144,-0.413810692
2.2249427,-0.009047548,0.017727034,-0.449397478
2.2359147,0.012174304,0.008049853,-0.442299137
2.2464367,0.027081183,-0.016328241,-0.497827639
2.2561702,0.024307804,-0.008825047,-0.53410267
2.2655912,0.005695098,-0.003034619,-0.537832244
2.2750002,0.006168085,0.021247199,-0.566673584
2.2844092,0.013010022,0.006272952,-0.551895425
2.2929572,0.010217534,-0.00618263,-0.578562405
2.3006752,0.013908112,0.001523936,-0.589534574
2.3083832,0.010702128,0.001329534,-0.574100811
2.3164767,-0.001155711,0.004992389,-0.635255096
2.3249187,0.011231351,-0.00930775,-0.605981613
2.3337267,0.015031808,3.65954E-05,-0.643189627
2.3429752,-0.00069601,0.01155513,-0.629881782
2.3522122,-0.005266444,0.013912878,-0.682377778
2.3614377,-0.021961274,0.017900254,-0.700973442
2.3711247,0.004023481,0.00178438,-0.703758944
2.3806782,0.002006206,-0.005063317,-0.715635889
2.3896372,-0.008778796,0.018145111,-0.750251889
2.3985792,-0.00180306,-0.009931639,-0.76336612
2.4074277,-0.023811396,-0.010113209,-0.783268983
2.4157612,-0.02539298,0.002844249,-0.77479064
2.4235712,0.0102992,-0.017317013,-0.757
2.4312592,0.016259777,-0.020880041,-0.803529711
2.4393317,0.04375257,-0.01790202,-0.779840368
2.4478072,0.037537664,-0.019251474,-0.785717577
2.4566547,0.016946078,0.002319505,-0.789581715
2.4655367,-0.005570906,0.012977214,-0.798423037
2.4740082,-0.002615601,-0.005642847,-0.812402344
2.4821372,-0.00373754,0.00392642,-0.825750062
2.4902232,-0.005019368,-9.20183E-05,-0.83395016
2.4985312,-0.015898825,0.018437274,-0.853748531
2.5070242,-0.019512506,-0.003840455,-0.846236432
2.5152882,-0.009757452,-0.00381997,-0.838375559
2.5235412,-0.004957653,0.00567723,-0.859025313
2.5317837,-0.001751339,-0.018904881,-0.865446395
2.5396142,-0.015163041,0.005677615,-0.852975098
2.5505562,0.007263786,-0.012839385,-0.864381928
2.5612997,-0.040447532,0.018946758,-0.890557169
2.5685322,-0.001964325,-0.005595091,-0.887403208
2.5757387,-0.006181869,-0.000313466,-0.902576243
2.5828882,-0.006806547,-0.00554816,-0.901840405
2.5901842,0.003290875,-0.015366631,-0.911345999
2.5978452,0.012268094,-0.032276287,-0.928606014
2.6054967,0.016508518,-0.015108934,-0.879490275
2.6126167,0.017647752,-0.005456492,-0.880781135
2.6230417,0.004196729,0.009395407,-0.91348738
2.6334172,0.000553246,0.006938944,-0.913595573
2.6399357,0.01145237,-0.005336873,-0.914186742
2.6464457,0.023786625,-0.017947084,-0.923946619
2.6529477,0.031480979,-0.045210387,-0.880702447
2.6625632,0.0055808,-0.011221906,-0.90724023
2.6720452,-0.006200231,0.011167156,-0.898933751
2.6782647,-0.015703814,0.018803359,-0.899354889
2.6847952,0.002489985,-0.005249955,-0.899590433
2.6947677,-0.009470539,0.005793542,-0.897118069
2.7046717,-0.004960018,0.005107264,-0.902333282
2.7112547,-6.06381E-05,-0.002527582,-0.907579011
2.7178817,0.002318024,-0.016294353,-0.874104803
2.7246887,0.006768536,-0.019908002,-0.884977771
2.7347742,-0.018387786,-0.001512244,-0.879000606
2.7445157,-0.007787271,-0.008440318,-0.87500716
2.7507907,-0.001598085,-0.005475068,-0.867521149
2.7570717,-0.00678196,-0.0031909,-0.855828013
2.7667747,-0.011995881,-0.004421375,-0.863748188
2.7765842,-0.019292166,0.002526943,-0.848581567
2.7832567,-0.016545574,0.003257337,-0.846115582
2.7899767,-0.012251325,0.005200061,-0.848328539
2.7965592,-0.020425457,0.005040107,-0.83914939
2.8059027,-0.014016492,-0.000812262,-0.825953657
2.8150622,-0.011460917,0.001768056,-0.821986434
2.8212227,-0.033243596,0.025593164,-0.805460923
2.8299647,-0.024896609,0.010365654,-0.805228534
2.8382697,-0.013585918,0.02427058,-0.79662607
2.8460147,-0.020443967,0.012946517,-0.785152907
2.8538842,0.009485102,-0.039227852,-0.75246548
2.8622712,-0.001110382,-0.007537445,-0.745946761
2.8707887,-0.021675802,0.016447944,-0.737568083
2.8798532,-0.016711339,0.00716434,-0.729778389
2.8890337,-0.029844422,0.006325196,-0.720330165
2.8951802,0.005525572,-0.030476128,-0.681210292
2.9015577,-0.011596532,-0.012597275,-0.687505806
2.9107692,-0.015590522,-0.001818531,-0.682138081
2.9195202,-0.017361322,-0.006422282,-0.650902853
2.9276812,-0.012944177,-0.013179108,-0.646439169
2.9356967,-0.025004383,0.010176482,-0.637831142
2.9436922,-0.028882446,0.006191521,-0.611950856
2.9515507,-0.025076413,-0.017937864,-0.61564448
2.9591277,-0.01693645,-0.009771034,-0.587879383
2.9668227,0.008128048,-0.033930639,-0.562065656
2.9744987,-0.013908597,-0.010467317,-0.543714877
2.9820377,-0.023773354,-0.020122999,-0.546808511
2.9893112,-0.018148346,0.006446733,-0.511225551
2.9991572,-0.045646014,0.043192302,-0.474920635
3.0065297,-0.0340132,0.016358092,-0.472004287
3.0131832,-0.017060599,0.008450474,-0.43258505
3.0220357,-0.0188111,-0.011973905,-0.429328037
3.0315632,-0.027880124,-0.001117084,-0.417594075
3.0392462,-0.029764552,0.020362132,-0.400911798
3.0477162,-0.026011473,0.019568416,-0.384324745
3.0566097,-0.034154316,-0.019990114,-0.374248513
3.0626747,-0.029125571,-0.007972432,-0.379725842
3.0711032,-0.013105681,-0.022608467,-0.348776032
3.0793772,-0.042382321,-0.022447214,-0.32125
3.0851172,-0.06117534,0.007251837,-0.281785714
3.0943857,-0.034795607,-0.006191167,-0.261420558
3.1039507,-0.042740151,-0.006466105,-0.251197281
3.1104027,-0.041408801,-0.005950319,-0.225548126
3.1168937,-0.047908869,-0.010747062,-0.208441459
3.1266217,-0.040777761,0.005786517,-0.196024797
3.1360607,-0.042691445,0.03556881,-0.187175624
3.1418842,-0.043387557,0.000100582,-0.159393726
3.1508282,-0.027119371,0.003447331,-0.126109383
3.1602192,-0.028112667,-0.007805481,-0.141747868
3.1668757,-0.041872646,0.00272768,-0.100400297
3.1735632,-0.041004374,-0.002457632,-0.088612368
3.1833242,-0.018163357,-0.002995711,-0.082043128
3.1930372,-0.016999847,-0.00566656,-0.070462198
3.1996847,-0.020702559,0.001866824,-0.017896761
3.2060262,-0.032707531,-0.001408308,-0.012242486
3.2153607,-0.027282184,-0.019188138,-0.008041108
3.2250647,-0.018511485,-0.015817595,0.021062903
3.2317197,-0.016963453,-0.001262897,0.013204993
3.2383602,-0.026434409,-0.009740802,0.02831725
3.2451582,-0.029143021,0.013514072,0.023276852
3.2553167,-0.025122894,-0.000532015,0.105991163
3.2653252,0.015457233,0.012552071,0.074954982
3.2720537,-0.018694097,0.005722656,0.131149713
3.2788067,-0.021094295,0.014148592,0.134291673
3.2855147,-0.013470088,0.012696822,0.177189318
3.2923852,-0.02798636,0.014082268,0.183716965
3.3026867,-0.018824401,0.015187932,0.213424254
3.3127517,-0.025228789,0.007507845,0.243899467
3.3187797,-0.010631761,-0.002209324,0.270988891
3.3274347,-0.010150436,-0.008451358,0.287520095
3.3365227,-0.006306277,0.001683357,0.307141734
3.3430382,-0.008593647,-0.012719164,0.316137249
3.3498792,-0.016886986,0.020652112,0.338926941
3.3568117,-0.002109523,0.006939755,0.360040834
3.3666977,0.00381355,-0.021415974,0.383205575
3.3764637,-0.02256914,0.035302856,0.375094454
3.3829152,-0.018095927,0.021320108,0.38372574
3.3890442,-0.004025954,-0.032118386,0.368134628
3.3984577,-0.001576741,-0.018087102,0.440233372
3.4083417,-0.011079994,-0.039336193,0.417995082
3.4150517,0.022895651,-0.014778854,0.411326264
3.4212437,0.001477114,-0.023907266,0.459435086
3.4293717,-0.00860632,0.004290779,0.460352635
3.4386582,-0.02167586,-0.008025384,0.487478643
3.4472722,-0.009869825,-0.013917866,0.521286252
3.4542182,0.003755661,-0.007868876,0.547344586
3.4618762,-0.023012622,0.009496271,0.541642762
3.4699172,0.000905761,-0.018911451,0.547137269
3.4778652,0.001342874,-0.002363026,0.554195872
3.4857632,-0.009281318,-0.004355177,0.581372194
3.4942752,-0.012283391,0.001445739,0.568443478
3.5037002,-0.003975918,-0.00395102,0.613020408
3.5114267,0.006078736,0.008760953,0.606639516
3.5195682,-0.006981907,-0.021822127,0.617799511
3.5268132,-0.015034231,0.008443899,0.601568938
3.5353172,0.002600486,0.005449804,0.562133109
3.5446927,0.001807649,-0.013316652,0.598752018
3.5508847,-0.002395982,-0.00184484,0.675506811
3.5577112,-0.018564686,-0.01897758,0.699134306
3.5675117,0.006995817,-0.005497714,0.677215682
3.5754147,-0.008831192,0.009002714,0.642406369
3.5841272,0.010416036,0.004813666,0.681711212
3.5932757,0.010507579,0.004736053,0.67508517
3.5998347,-0.020282483,0.064430421,0.632845662
3.6066372,0.00179059,0.01657813,0.673478071
3.6136947,-0.010023516,0.010069858,0.773061281
3.6211047,0.007810565,0.009263997,0.740177842
3.6288837,-0.005776327,-0.005065144,0.769209238
3.6364712,-0.010277469,0.003276498,0.741854883
3.6469537,0.018988442,0.035395711,0.741638439
3.6573097,0.027236664,0.026581596,0.76747376
3.6642692,-0.015587881,-0.014899871,0.751056864
3.6714067,0.016978662,0.033361168,0.758050062
3.6789007,0.020350397,0.040981906,0.788797577
3.6863857,2.70122E-05,-0.001650266,0.741531743
3.6934962,0.030840935,-0.015506539,0.745173355
3.7004482,0.02437457,0.017046426,0.793863962
3.7110927,0.008613987,0.02928227,0.776016908
3.7219967,0.007767712,-0.004526951,0.779234156
3.7296787,0.002508705,0.004844783,0.776002033
3.7377447,0.021424906,-0.038511441,0.751164226
3.7460552,0.015656975,-0.051370227,0.772550849
3.7537582,0.007606839,-0.024422687,0.80161748
3.7608077,0.00772784,-0.039795135,0.801696213
3.7678617,-6.51835E-05,-0.017777611,0.772648434
3.7750947,0.0075797,0.001950074,0.748489675
3.7826887,0.004387582,-0.022396015,0.785933925
3.7906627,0.024757988,-0.053453789,0.771870486
3.7989547,0.013390969,-0.019831729,0.803937017
3.8074687,-0.005598746,-0.034767561,0.759144317
3.8153277,-0.011328923,-0.013359465,0.802156228
3.8224347,0.001024898,-0.011474047,0.794865663
3.8295472,0.014073496,0.04113294,0.747259696
3.8368412,0.011347564,0.005903105,0.791809422
3.8445002,0.013743691,0.027654856,0.750420596
3.8525422,-0.009754188,-0.006368293,0.78133042
3.8609022,0.013111177,-0.00184249,0.759797218
3.8692462,0.00633963,-0.009324397,0.772678528
3.8769277,0.009801593,-0.017979321,0.78120721
3.8840862,0.011692458,0.008771648,0.758156425
3.8914257,0.007932704,0.005222104,0.758744514
3.9028457,0.015953593,-0.018327655,0.76329874
3.9145097,-2.04821E-05,-0.025595104,0.766316973
3.9227167,-0.007651243,0.003163911,0.741429761
3.9343747,0.02653357,-0.009465759,0.754517406
3.9454417,0.013221869,-0.020805675,0.74632526
3.9527587,0.022838305,-0.002261709,0.718747469
3.9601662,0.007003106,0.022564677,0.720496894
3.9675702,0.022009727,-0.001976358,0.718738179
3.9751572,0.010576686,0.004436824,0.716482244
3.9831237,0.019014704,-0.022141527,0.720487685
3.9912672,0.028952129,-0.022893675,0.700147674
3.9990242,0.047930969,0.023644694,0.659921494
4.0064102,0.027898429,0.006061484,0.678548212
4.0137847,0.039447386,-0.022878344,0.651025119
4.0211452,0.003965606,-0.016619086,0.641150082
4.0284962,-0.000389191,-0.007795535,0.612006534
4.0360252,0.00666014,-0.016563148,0.622328838
4.0439297,0.037172163,-0.040135853,0.626170186
4.0521917,0.016152961,-0.019881096,0.603358253
4.0600772,0.011668164,-0.003340959,0.566476035
4.0710657,-0.004275063,-0.021469008,0.551055833
4.0820247,0.040911736,-0.004842004,0.550528483
4.0893017,0.012769845,0.009914431,0.527679186
4.0967527,0.016676143,0.007615223,0.525468361
4.1045757,0.031008736,0.000154499,0.522151504
4.1127897,0.039493999,-0.005689364,0.480475342
4.1206377,0.01976006,0.022256421,0.452437852
4.1277572,0.002392642,0.033585657,0.403981029
4.1353877,0.030069011,0.022986631,0.409887992
4.1438927,0.043546916,0.011043988,0.433076835
4.1504727,0.051373232,0.001177184,0.422928363
4.1574932,0.037033166,0.01015947,0.395139758
4.1673142,0.051957529,0.007897553,0.380445594
4.1749127,-0.007120941,0.045889559,0.338810033
4.1822482,0.038371327,0.029467359,0.341519731
4.1913117,0.064951041,-0.002762763,0.327224096
4.1996902,0.046239054,0.00902329,0.290831086
4.2082667,0.036497332,0.016147749,0.294174541
4.2151832,0.051260434,0.041946259,0.224348905
4.2227592,0.022365205,0.034220768,0.193038588
4.2305042,-0.001912036,0.01551391,0.20311051
4.2378257,0.046213331,-0.00886754,0.206094856
4.2474662,0.051308304,0.002913899,0.17724679
4.2550127,0.045807918,-0.019797878,0.148380375
4.2620032,0.040354057,0.000429097,0.134624224
4.2708092,0.044482267,-0.002747138,0.134635241
4.2799042,0.005261315,-0.024896659,0.120140086
4.2869002,0.045494694,-0.008443548,0.106048387
4.2943277,0.037932071,0.021252292,0.088139604
4.3021267,0.066042163,-0.01780385,0.07604033
4.3107252,0.040920967,-0.047177227,0.034934423
4.3197537,0.053358511,0.026794774,-0.011401425
4.3262262,0.011189442,0.014475415,-0.015671192
4.3330222,0.011533467,-0.013565786,-0.013889687
4.3401582,0.036373871,-0.012050479,-0.032093023
4.3476512,0.034464956,0.013432387,-0.100260552
4.3555187,0.028716218,0.020001737,-0.098250403
4.3634397,0.055996017,-0.007791597,-0.106398561
4.3746227,0.017980662,-0.008979154,-0.125536584
4.3855327,0.008738842,-0.035211828,-0.150628714
4.3927772,0.010398924,-0.014936431,-0.196676779
4.4002097,0.030211743,-0.026391698,-0.181426507
4.4080137,0.026526454,0.006741964,-0.242226391
4.4162082,0.033756731,-0.022348582,-0.243531094
4.4245292,0.033998545,0.005108511,-0.268598448
4.4324007,0.01706938,-0.044663642,-0.290793863
4.4397087,0.03931358,-0.067146187,-0.285086364
4.4469687,0.036433031,-0.043035005,-0.309393161
4.4542822,0.010381157,-0.018500277,-0.341781959
4.4614602,0.034011504,0.009619809,-0.3539422
4.4685927,0.032273224,-0.008591985,-0.343701836
4.4758142,0.038792226,0.033527649,-0.39200657
4.4833027,0.035950072,0.015511276,-0.403024378
4.4911652,0.035868388,0.022786193,-0.426645145
4.5024907,0.02868014,-0.023266082,-0.453805576
4.5134932,0.032550216,-0.031150108,-0.480197084
4.5208182,0.015720795,-0.03747984,-0.495498481
4.5281292,0.010320867,-0.019850136,-0.494823848
4.5355147,0.044279259,-0.02278095,-0.49139494
4.5429587,0.025881019,0.009967987,-0.550820328
4.5506432,0.027450457,-0.011117251,-0.563376524
4.5587117,0.042349667,-0.003483243,-0.571457955
4.5666837,0.014219299,-0.008593958,-0.568212007
4.5742817,0.02067048,-0.050515232,-0.613356392
4.5818027,0.005945515,-0.026469502,-0.63433887
4.5892977,0.014105827,-0.020191427,-0.623616879
4.5966287,0.034743643,-0.039628039,-0.637321106
4.6039992,0.027864528,-0.009077413,-0.670373807
4.6115532,0.024530672,0.022843072,-0.66837652
4.6193062,0.033037018,-0.043741627,-0.684764543
4.6274467,0.037137546,-0.005908023,-0.702626214
4.6359077,0.021211698,0.008451707,-0.723499942
4.6439267,0.007641851,0.042176392,-0.74498994
4.6515057,0.01007919,-0.030926003,-0.733298715
4.6592187,-0.014380422,-0.009047909,-0.771798524
4.6708362,0.014458484,0.007978791,-0.76826328
4.6825077,0.003865407,-0.026746009,-0.77756353
4.6905337,0.025423914,-0.021279893,-0.803040993
4.6986002,0.013066229,-0.04029272,-0.820728008
4.7067097,0.02175635,-0.030264235,-0.81209823
4.7187772,0.000121936,0.011238691,-0.860531969
4.7306762,0.031666248,0.044956964,-0.856361355
4.7386597,-0.001285482,0.016110291,-0.888908341
4.7466577,0.01888361,-0.049496312,-0.870708839
4.7546362,-0.002452878,0.009369188,-0.896217643
4.7627612,-0.000331645,-0.023331524,-0.869392185
4.7748147,0.0057319,-0.059748277,-0.912007588
4.7867162,0.012387331,-0.025642339,-0.897821733
4.7944407,0.020084439,-0.018302908,-0.918268329
4.8018372,0.008902073,0.002164757,-0.921978996
4.8092412,-0.029283039,0.032174024,-0.92917603
4.8165302,-0.000743453,-0.001146438,-0.932799211
4.8236332,0.009190597,-0.011671171,-0.922307151
4.8302607,0.006652577,-0.025408714,-0.929232645
4.8365657,0.018736647,-0.124663106,-0.920794241
4.8463052,0.005418587,-0.038613748,-0.926817972
4.8562607,-0.017382093,-0.017354085,-0.935405602
4.8623977,0.001460152,-0.060073751,-0.949769645
4.8708837,0.009056001,-0.037855208,-0.934682889
4.8797942,-0.003769255,-0.046952824,-0.922867458
4.8861822,-0.011034535,-0.017775061,-0.908257946
4.8927287,0.021804856,-0.000561918,-0.919616735
4.9024267,-0.005938351,0.045189538,-0.950149412
4.9119757,-0.01618781,0.075530795,-0.947171733
4.9183592,-0.005030694,-0.013323051,-0.918538981
4.9279407,-0.009784139,-0.031144145,-0.926420495
4.9376282,-0.022036266,-0.010341855,-0.915765458
4.9445237,0.007195243,-0.007736089,-0.896032847
4.9510817,-0.001113497,-0.013444573,-0.906357178
4.9572857,-0.01645476,0.015751377,-0.9093155
4.9670332,-0.009359209,-0.002550989,-0.915471081
